Date,Username,Tweet,cleaned_tweet,len_words,tokens,year,month,label_sentiment,label_willingness,sentiment_score,willingness_score
2022-10-30 18:05:28+00:00,"malika
@malikascals
ÃÂ·
Oct 31, 2022","do bucket lists for cities : (3/3)

- bangkok, thailand
- ho chi minh city, vietnam
- bali, indonesia
- sydney, australia
- queenstown, new zealand
- honolulu, hawaii (usa)
- funafuti, tuvalu ()

if you don't want to do bucket lists, watch people travel around the world :))",bucket lists cities bangkok thailand minh city vietnam bali indonesia sydney australia queenstown zealand honolulu hawaii funafuti tuvalu want bucket lists watch people travel around world,188,"['bucket', 'lists', 'cities', 'bangkok', 'thailand', 'minh', 'city', 'vietnam', 'bali', 'indonesia', 'sydney', 'australia', 'queenstown', 'zealand', 'honolulu', 'hawaii', 'funafuti', 'tuvalu', 'want', 'bucket', 'lists', 'watch', 'people', 'travel', 'around', 'world']",2022,10,neutral,visit,0,1
2022-10-30 17:18:30+00:00,"BlueIndigo | CODE: GERO
@Windust4
ÃÂ·
Oct 31, 2022","maybe you go to the wrong section of Bali. it's separated into many sections. there's a beach, tourist parts and some still have temples around. The local culture of Indonesia itself is so many, because lots of different ethnic live there. Bali is mainly Hinduism culture.",maybe wrong section bali separated many sections beach tourist parts still temples around local culture indonesia many lots different ethnic live bali mainly hinduism cultur,216,"['maybe', 'wrong', 'section', 'bali', 'separated', 'many', 'sections', 'beach', 'tourist', 'parts', 'still', 'temples', 'around', 'local', 'culture', 'indonesia', 'many', 'lots', 'different', 'ethnic', 'live', 'bali', 'mainly', 'hinduism', 'cultur']",2022,10,neutral,not_visit,0,0
2022-10-30 17:15:27+00:00,"Hassan | NEW MONEY
@MrOverpaid
ÃÂ·
Oct 31, 2022","Quit your job. Move to Bali / Columbia 

This gives you a few months to make some aggressive plays and start a bunch of different things 

Worst case scenario you fail .. you are living in some super cheap place in a hot foreign country enjoying the beach",quit move bali columbia gives months make aggressive plays start bunch different things worst case scenario fail living super cheap place foreign country enjoying beach,188,"['quit', 'move', 'bali', 'columbia', 'gives', 'months', 'make', 'aggressive', 'plays', 'start', 'bunch', 'different', 'things', 'worst', 'case', 'scenario', 'fail', 'living', 'super', 'cheap', 'place', 'foreign', 'country', 'enjoying', 'beach']",2022,10,positive,visit,1,1
2022-10-30 17:02:40+00:00,"ant dollas
@AntDollas4PF
ÃÂ·
Oct 31, 2022",Finna Take A Trip To Bali,finna take trip bali,20,"['finna', 'take', 'trip', 'bali']",2022,10,positive,visit,1,1
2022-10-30 16:40:10+00:00,"Chaitanya A C V
@chaitanyaacv
ÃÂ·
Oct 30, 2022",Go on a trip. EveryoneÃ¢ÂÂs been to Bali already,trip everyone bali alreadi,31,"['trip', 'everyone', 'bali', 'alreadi']",2022,10,positive,visit,1,1
2022-10-30 16:15:54+00:00,"Chaotic Traveler
@Chaotic_Travel
ÃÂ·
Oct 30, 2022","Popular cities such as Phuket and Bangkok in Thailand, Cairo and Alexandria in Egypt, Jakarta, Denpasar-Bali in Indonesia, and Windhoek in Namibia are among the new ones.",popular cities phuket bangkok thailand cairo alexandria egypt jakarta denpasar bali indonesia windhoek namibia among on,126,"['popular', 'cities', 'phuket', 'bangkok', 'thailand', 'cairo', 'alexandria', 'egypt', 'jakarta', 'denpasar', 'bali', 'indonesia', 'windhoek', 'namibia', 'among', 'on']",2022,10,neutral,not_visit,0,0
2022-10-30 15:39:21+00:00,"Ananta
@anantaathtt
ÃÂ·
Oct 30, 2022",i can be your tour guide in bali bro,tour guide bali,20,"['tour', 'guide', 'bali']",2022,10,neutral,visit,0,1
2022-10-30 15:20:31+00:00,"Wiz
@Wiz1k
ÃÂ·
Oct 30, 2022",Might have to do a Bali trip next year,might bali trip next year,30,"['might', 'bali', 'trip', 'next', 'year']",2022,10,positive,visit,1,1
2022-10-30 14:12:03+00:00,"anwar
@bdarma0808
ÃÂ·
Oct 30, 2022",thats happen in Jambi on Sumatera island. Bali is far far away from Sumatera.,thats happen jambi sumatera island bali away sumatera,58,"['thats', 'happen', 'jambi', 'sumatera', 'island', 'bali', 'away', 'sumatera']",2022,10,neutral,not_visit,0,0
2022-10-30 13:02:34+00:00,"dawg85dawg
@dawg85dawg
ÃÂ·
Oct 30, 2022",Brautiful fall photo Bali ,brautiful fall photo bali,25,"['beautiful', 'fall', 'photo', 'bali']",2022,10,positive,visit,1,1
2022-10-30 12:55:24+00:00,"Stimulus & Printer 500
@shaxmatist
ÃÂ·
Oct 30, 2022","Wouldnt live there if they paid me $130,000 to go. They dont have even basic waste management so people just burn their trash on the side of the road. Beach is a trash dumpster. Stayed in Bali 2 days on a stopover and that was 2 days too many.",wouldnt live paid dont even basic waste management people burn trash side road beach trash dumpster stayed bali days stopover days mani,172,"['wouldnt', 'live', 'paid', 'dont', 'even', 'basic', 'waste', 'management', 'people', 'burn', 'trash', 'side', 'road', 'beach', 'trash', 'dumpster', 'stayed', 'bali', 'days', 'stopover', 'days', 'mani']",2022,10,negative,not_visit,-1,0
2022-10-30 12:36:23+00:00,"BigSlothOne
@BigSlothOne
ÃÂ·
Oct 30, 2022","Value you get for $500k in Bali

$100,500,000

1. Beach mansion
$0.5m value
2. Long term resident visa 
3. Safety in case of nuclear war with Russia 
$1B x 10% = $100m value",value bali beach mansion value long term resident visa safety case nuclear russia valu,92,"['value', 'bali', 'beach', 'mansion', 'value', 'long', 'term', 'resident', 'visa', 'safety', 'case', 'nuclear', 'russia', 'valu']",2022,10,neutral,visit,0,1
2022-10-30 11:40:38+00:00,"Martinez
@Macro_Core_View
ÃÂ·
Oct 30, 2022",Tanah Lot temple of Bali is pretty amazing. Water level goes according to high low tide,tanah temple bali pretty amazing water level goes according high tid,69,"['tanah', 'temple', 'bali', 'pretty', 'amazing', 'water', 'level', 'goes', 'according', 'high', 'tid']",2022,10,positive,visit,1,1
2022-10-30 11:00:12+00:00,"Fangirling 24/7
@fangirlCarls
ÃÂ·
Oct 30, 2022","They went surfing. End. 
Still confused why the prod team leaned on the honeymoon/ awkward theme so much. It could've been a regular friends trip & they would've still argued& be extra funny Anyway, yay to them getting to go to Bali. Hopefully more TV appearances for DnE coming",went surfing still confused prod team leaned honeymoon awkward theme much could regular friends trip would still argued extra funny anyway getting bali hopefully appearances com,205,"['went', 'surfing', 'still', 'confused', 'prod', 'team', 'leaned', 'honeymoon', 'awkward', 'theme', 'much', 'could', 'regular', 'friends', 'trip', 'would', 'still', 'argued', 'extra', 'funny', 'anyway', 'getting', 'bali', 'hopefully', 'appearances', 'com']",2022,10,positive,visit,1,1
2022-10-30 10:09:18+00:00,"Jane Anne Seymour
@jane_hurghada1
ÃÂ·
Oct 30, 2022","Enjoy, please give a comprehensive opinion on Bali, we enjoyed several wonderful hols there, they really suffered during Covid, also Aussies make up a large % of their tourism, we know how long travel was restricted. Just hope they have recovered.",enjoy please give comprehensive opinion bali enjoyed several wonderful hols really suffered covid also aussies make large tourism know long travel restricted hope recov,211,"['enjoy', 'please', 'give', 'comprehensive', 'opinion', 'bali', 'enjoyed', 'several', 'wonderful', 'hols', 'really', 'suffered', 'covid', 'also', 'aussies', 'make', 'large', 'tourism', 'know', 'long', 'travel', 'restricted', 'hope', 'recov']",2022,10,neutral,visit,0,1
2022-10-30 09:36:50+00:00,"Nithin Jawahar
@Nithin_Jawahar
ÃÂ·
Oct 30, 2022","Yeah, It's alright! Anyway, I'll remember to dm you for some travel tips in case I'm visiting Bali",yeah alright anyway remember travel tips case visiting bali,64,"['yeah', 'alright', 'anyway', 'remember', 'travel', 'tips', 'case', 'visiting', 'bali']",2022,10,positive,visit,1,1
2022-10-30 09:16:36+00:00,"Ã¡Â¥Â«Ã¡Â­Â¡ K.A
@itsbeckfreen_
ÃÂ·
Oct 30, 2022","you should, bali have a lot of cute beach, you can take selfie there with your khunsam ",bali cute beach take selfie khunsam,63,"['bali', 'cute', 'beach', 'take', 'selfie', 'khunsam']",2022,10,positive,visit,1,1
2022-10-30 07:48:20+00:00,"Guns_R_OK
@GrandOldPappy
ÃÂ·
Oct 30, 2022",Just start the nuclear war and get it over with.  I just need a weeks notice so I can go to Bali or Thailand as a tourist.,start nuclear need weeks notice bali thailand tourist,73,"['start', 'nuclear', 'need', 'weeks', 'notice', 'bali', 'thailand', 'tourist']",2022,10,negative,visit,-1,1
2022-10-30 06:46:55+00:00,"Amy Nettleton
@amynettleton1
ÃÂ·
Oct 30, 2022","Hi 
@jokowi
 the level of dog poisonings that are occurring across Bali due to the upcoming G20 summit hosted by you are barbaric! Many of these dogs are fit and healthy!
Surely the visitors need to see the real island? 
What action will u take?",jokowi level poisonings occurring across bali upcoming summit hosted barbaric many dogs healthy surely visitors need real island action tak,161,"['jokowi', 'level', 'poisonings', 'occurring', 'across', 'bali', 'upcoming', 'summit', 'hosted', 'barbaric', 'many', 'dogs', 'healthy', 'surely', 'visitors', 'need', 'real', 'island', 'action', 'tak']",2022,10,negative,visit,-1,1
2022-10-30 06:18:23+00:00,"H
@yourbluefire
ÃÂ·
Oct 30, 2022","I wanna go to Bali on the soonest possible vacation, but I need a partner  or should I go solo w khalas?",wanna bali soonest possible vacation need partner solo khala,68,"['wanna', 'bali', 'soonest', 'possible', 'vacation', 'need', 'partner', 'solo', 'khala']",2022,10,positive,visit,1,1
2022-10-30 06:12:41+00:00,"The LKKB
@LukeKrahe
ÃÂ·
Oct 30, 2022",Well Kuta area yes it is a shithole. If you are not a beach person (and I am) I canÃ¢ÂÂt possibly see why you would choose Bali over other SE Asian countries.,well kuta area shithole beach person possibly would choose bali asian countri,90,"['well', 'kuta', 'area', 'shithole', 'beach', 'person', 'possibly', 'would', 'choose', 'bali', 'asian', 'countri']",2022,10,negative,not_visit,-1,0
2022-10-30 05:57:29+00:00,"joza
@jozamh
ÃÂ·
Oct 30, 2022","People in Bali are great, the culture and everything is amazing as ever. Glad to be here again",people bali great culture everything amazing ever glad,65,"['people', 'bali', 'great', 'culture', 'everything', 'amazing', 'ever', 'glad']",2022,10,positive,visit,1,1
2022-10-30 05:38:08+00:00,"John Cheong-Holdaway
@John_CH_tweets
ÃÂ·
Oct 30, 2022","My freshest batik shirt! Just acquired on a trip to Bali last month. 

I figured the birds were appropriate.",freshest batik shirt acquired trip bali last month figured birds appropri,86,"['freshest', 'batik', 'shirt', 'acquired', 'trip', 'bali', 'last', 'month', 'figured', 'birds', 'appropri']",2022,10,positive,visit,1,1
2022-10-30 05:36:36+00:00,"Mika Chipana
@mika_chipana
ÃÂ·
Oct 30, 2022",I have this dream. That for a year all I do is sell surf boards to tourists  on the beach in Bali and read books. ThatÃ¢ÂÂs all. Biggest worry is whether to drink out of a coconut or a pineapple.,dream year sell surf boards tourists beach bali read books biggest worry whether drink coconut pineappl,124,"['dream', 'year', 'sell', 'surf', 'boards', 'tourists', 'beach', 'bali', 'read', 'books', 'biggest', 'worry', 'whether', 'drink', 'coconut', 'pineappl']",2022,10,positive,visit,1,1
2022-10-30 05:05:30+00:00,"These Beyonce Tickets are MINE
@aspencphoto
ÃÂ·
Oct 30, 2022","IÃ¢ÂÂm putting it out into the universe for 2023 that I want to book all expenses paid travel gigs to Bali, Mexico City and/or Playa del Carmen, Berlin, London, Dubai, Santorini and/or Athens, Iceland, Dublin, anywhere in Norway and Lisbon and/or Porto. #hireblackwomenphotographers",putting universe want book expenses paid travel gigs bali mexico city playa carmen berlin london dubai santorini athens iceland dublin anywhere norway lisbon porto hireblackwomenphotograph,201,"['putting', 'universe', 'want', 'book', 'expenses', 'paid', 'travel', 'gigs', 'bali', 'mexico', 'city', 'playa', 'carmen', 'berlin', 'london', 'dubai', 'santorini', 'athens', 'iceland', 'dublin', 'anywhere', 'norway', 'lisbon', 'porto', 'hireblackwomenphotograph']",2022,10,positive,visit,1,1
2022-10-30 04:35:34+00:00,"SchrÃÂ¶dinger's Dawg
@pintya_
ÃÂ·
Oct 30, 2022","All you #iPhone14 users, 
how does it feel not choosing the #Bali or #Bangkok vacation instead?",iphone users feel choosing bali bangkok vacation instead,61,"['iphone', 'users', 'feel', 'choosing', 'bali', 'bangkok', 'vacation', 'instead']",2022,10,neutral,visit,0,1
2022-10-30 04:02:01+00:00,"Jack Hartley
@jackhartl3y
ÃÂ·
Oct 30, 2022","5 reasons to move to Bali, Indonesia

- Cheaper cost of living then the West
- Warm climate all year 
- Best beaches around
- Diverse culture across the island
- Amazing food for cheap bucks",reasons move bali indonesia cheaper cost living west warm climate year best beaches around diverse culture across island amazing food cheap buck,150,"['reasons', 'move', 'bali', 'indonesia', 'cheaper', 'cost', 'living', 'west', 'warm', 'climate', 'year', 'best', 'beaches', 'around', 'diverse', 'culture', 'across', 'island', 'amazing', 'food', 'cheap', 'buck']",2022,10,neutral,visit,0,1
2022-10-30 02:28:02+00:00,"DÃ¡Â´ÂÃ¡Â´Â ÃÂªÃ¡Â´Â FÃ¡Â´ÂÃÂÃ¡Â´Â II
@iAm4RDD
ÃÂ·
Oct 30, 2022",I would like to go in a 2 week Bali Villa trip for my birthday  #GoalsOfTheDay,would like week bali villa trip birthday goalsoftheday,54,"['would', 'like', 'week', 'bali', 'villa', 'trip', 'birthday', 'goalsoftheday']",2022,10,positive,visit,1,1
2022-10-29 23:19:05+00:00,"Brian D. Meeks
@ExtremelyAvg
ÃÂ·
Oct 30, 2022","My mind has drifted off to the list of places I'd like to visit and perhaps enjoy a cold drink while working on a novel.

1) Monaco
2) Vietnam
3) New Zealand
4) S. Korea (again)
5) Bali

Clearly, I need to adjust my life goals to work in more travel.",mind drifted list places like visit perhaps enjoy cold drink working novel monaco vietnam zealand korea bali clearly need adjust life goals work travel,168,"['mind', 'drifted', 'list', 'places', 'like', 'visit', 'perhaps', 'enjoy', 'cold', 'drink', 'working', 'novel', 'monaco', 'vietnam', 'zealand', 'korea', 'bali', 'clearly', 'need', 'adjust', 'life', 'goals', 'work', 'travel']",2022,10,neutral,not_visit,0,0
2022-10-29 22:41:31+00:00,"JacobCharite
@jaccocharite
ÃÂ·
Oct 30, 2022","leaders and the East Asia Summit. HeÃ¢ÂÂll then head to Bali, Indonesia, for the Group of 20 summit, a gathering of leaders from most of the worldÃ¢ÂÂs largest economies.

The presidentÃ¢ÂÂs overseas travel begins just days after the pivotal US midterm elections.",leaders east asia summit head bali indonesia group summit gathering leaders world largest economies president overseas travel begins days pivotal midterm elect,189,"['leaders', 'east', 'asia', 'summit', 'head', 'bali', 'indonesia', 'group', 'summit', 'gathering', 'leaders', 'world', 'largest', 'economies', 'president', 'overseas', 'travel', 'begins', 'days', 'pivotal', 'midterm', 'elect']",2022,10,neutral,visit,0,1
2022-10-29 22:19:18+00:00,"Ucha
@uchatadara
ÃÂ·
Oct 30, 2022","I wish i were that rich to own an island lol 
@lee_sha86
 

Hope you'll enjoy Bali 
@KaylaAdams___
 i am sure you have a lot of wishlist place to visit. As Lisa said, please excuse the weather; lately the sun chooses to shine at weekend but hides for the whole weekdays ",wish rich island hope enjoy bali kaylaadams sure wishlist place visit lisa said please excuse weather lately chooses shine weekend hides whole weekday,166,"['wish', 'rich', 'island', 'hope', 'enjoy', 'bali', 'kaylaadams', 'sure', 'wishlist', 'place', 'visit', 'lisa', 'said', 'please', 'excuse', 'weather', 'lately', 'chooses', 'shine', 'weekend', 'hides', 'whole', 'weekday']",2022,10,positive,visit,1,1
2022-10-29 19:55:18+00:00,"LaÃ¢ÂÂChelle
@lachelleroyall
ÃÂ·
Oct 30, 2022",Trip to Bali BOOKED .  First solo trip over seas . LetÃ¢ÂÂs see how this goes .,trip bali booked first solo trip seas go,52,"['trip', 'bali', 'booked', 'first', 'solo', 'trip', 'seas', 'go']",2022,10,positive,visit,1,1
2022-10-29 18:22:16+00:00,"Scott
@ScottMac_Donald
ÃÂ·
Oct 30, 2022","Bedugul, Island of Bali closely followed by the west of Scotland.",bedugul island bali closely followed west scotland,50,"['bedugul', 'island', 'bali', 'closely', 'followed', 'west', 'scotland']",2022,10,neutral,not_visit,0,0
2022-10-29 17:30:52+00:00,"Ã¡Â´Â·Ã¢ÂÂ±Ã¡ÂµÂÃ¡ÂµÂÃÂ³ÃÂ³Ã¡ÂµÂ Ã¡Â¶Â Ã¡ÂµÂÃÂ£
@Kitarrafox
ÃÂ·
Oct 30, 2022",I'm bout to take a solo trip to bali ,bout take solo trip bali,24,"['bout', 'take', 'solo', 'trip', 'bali']",2022,10,positive,visit,1,1
2022-10-29 16:30:37+00:00,"Lisa
@lee_sha86
ÃÂ·
Oct 29, 2022","Oh, you'll go to Bali too? If you need a recommendation, this fellow Wales fan 
@uchatadara
 maybe will help you. She owned the island. *joking 

Anyway, enjoy your South East Asian tour -I mean vacation, Kayla! Please excuse the weather. ",bali need recommendation fellow wales uchatadara maybe help owned island joking anyway enjoy south east asian tour mean vacation kayla please excuse weath,171,"['bali', 'need', 'recommendation', 'fellow', 'wales', 'uchatadara', 'maybe', 'help', 'owned', 'island', 'joking', 'anyway', 'enjoy', 'south', 'east', 'asian', 'tour', 'mean', 'vacation', 'kayla', 'please', 'excuse', 'weath']",2022,10,neutral,visit,0,1
2022-10-29 16:08:42+00:00,"Madison Bailey ~ NEW ACCOUNT
@luxurymaddieb
ÃÂ·
Oct 29, 2022",#Bali is like first on my list for my next travel destination ,bali like first list next travel destin,44,"['bali', 'like', 'first', 'list', 'next', 'travel', 'destin']",2022,10,positive,visit,1,1
2022-10-29 15:05:57+00:00,"da ARCHER
@Sayy_Bee
ÃÂ·
Oct 29, 2022","Planning my trip to Bali for 35. IÃ¢ÂÂm going with a group, a bae or solo but IÃ¢ÂÂm GOING.",planning trip bali going group solo go,46,"['planning', 'trip', 'bali', 'going', 'group', 'solo', 'go']",2022,10,positive,visit,1,1
2022-10-29 14:23:45+00:00,"Ichimoku SÃ¢ÂÂ³n (Ex Nihilo Nihil Fit)
@ichimokusan_88
ÃÂ·
Oct 29, 2022","Living in Bali, Indonesia? Very nice .. Great people, great food, and the beach is not bad either ",living bali indonesia nice great people great food beach eith,68,"['living', 'bali', 'indonesia', 'nice', 'great', 'people', 'great', 'food', 'beach', 'eith']",2022,10,positive,visit,1,1
2022-10-29 14:08:57+00:00,"Death by a Thousand Tweets
@pittworldwide
ÃÂ·
Oct 29, 2022",We havenÃ¢ÂÂt stayed up past 10:30pm this whole Bali trip. Bliss!,stayed past whole bali trip bliss,44,"['stayed', 'past', 'whole', 'bali', 'trip', 'bliss']",2022,10,positive,visit,1,1
2022-10-29 14:07:42+00:00,"iva
@aaaivyyy
ÃÂ·
Oct 29, 2022","i miss bali :') & i wanna go venture there this time; hiking, island explore etc",miss bali wanna venture time hiking island explor,61,"['miss', 'bali', 'wanna', 'venture', 'time', 'hiking', 'island', 'explor']",2022,10,positive,visit,1,1
2022-10-29 13:42:11+00:00,"Sheridan
@Notformetlgd
ÃÂ·
Oct 29, 2022",Greetings. Bali is always good fun. But honestly the beaches in Vietnam and Thailand are better. What kind of things do you like to do on vacation?,greetings bali always good honestly beaches vietnam thailand better kind things like vac,98,"['greetings', 'bali', 'always', 'good', 'honestly', 'beaches', 'vietnam', 'thailand', 'better', 'kind', 'things', 'like', 'vac']",2022,10,negative,not_visit,-1,0
2022-10-29 12:33:40+00:00,"Christian Heinzel
@chheinzel
ÃÂ·
Oct 29, 2022","Listening to some family friends engaging in fascinating levels of orientalism in describing their Bali vacation.
Especially the slightly hippie one in the couple really nailing the stereotypes.
Always blackpilling.",listening family friends engaging fascinating levels orientalism describing bali vacation especially slightly hippie couple really nailing stereotypes always blackpil,181,"['listening', 'family', 'friends', 'engaging', 'fascinating', 'levels', 'orientalism', 'describing', 'bali', 'vacation', 'especially', 'slightly', 'hippie', 'couple', 'really', 'nailing', 'stereotypes', 'always', 'blackpil']",2022,10,positive,visit,1,1
2022-10-29 11:24:33+00:00,"Kosinus888
@kosinus888
ÃÂ·
Oct 29, 2022",Bali is a beautiful island,bali beautiful island,21,"['bali', 'beautiful', 'island']",2022,10,positive,visit,1,1
2022-10-29 11:21:53+00:00,"momoÃ«ÂªÂ¨Ã«ÂªÂ¨ (commission openÃ¯Â¼Â
@v_momo030
ÃÂ·
Oct 29, 2022","This is Jimbaran Beach of Bali island , I once been there before, I like it very much, I decided to draw characters in it, to be forever happy  on behalf of me.",jimbaran beach bali island like much decided draw characters forever happy behalf,114,"['jimbaran', 'beach', 'bali', 'island', 'like', 'much', 'decided', 'draw', 'characters', 'forever', 'happy', 'behalf']",2022,10,positive,visit,1,1
2022-10-29 10:40:03+00:00,"Dunkeld Stuart
@Titter_of_wit
ÃÂ·
Oct 29, 2022","@Translink_NI
 Dublin Airport/Belfast service STILL the same chaos it was last time I used it 4yrs ago. Scrum to get on/very poor signage etc. Worst part of a long trip. The toilets in Europa depot worse than ANYTHING experienced, even the ""hole in the ground"" types in rural Bali.",translink dublin airport belfast service still chaos last time used scrum poor signage worst part long trip toilets europa depot worse anything experienced even hole ground types rural bali,204,"['translink', 'dublin', 'airport', 'belfast', 'service', 'still', 'chaos', 'last', 'time', 'used', 'scrum', 'poor', 'signage', 'worst', 'part', 'long', 'trip', 'toilets', 'europa', 'depot', 'worse', 'anything', 'experienced', 'even', 'hole', 'ground', 'types', 'rural', 'bali']",2022,10,negative,not_visit,-1,0
2022-10-29 10:01:40+00:00,"dbrown3434&aol.com
@dbrown3434
ÃÂ·
Oct 29, 2022","Life is about experiences , you just had one now plan another . I just went to the movies last night filmed in Bali - I came home and started planning my trip to Bali . I want that experience- ThatÃ¢ÂÂs life Ã¢ÂÂMake it the best day every day Ã¢ÂÂ.",life experiences plan another went movies last night filmed bali came home started planning trip bali want experience life make best everi,164,"['life', 'experiences', 'plan', 'another', 'went', 'movies', 'last', 'night', 'filmed', 'bali', 'came', 'home', 'started', 'planning', 'trip', 'bali', 'want', 'experience', 'life', 'make', 'best', 'everi']",2022,10,positive,visit,1,1
2022-10-29 07:54:04+00:00,"Africa Yearning
@africa_yearning
ÃÂ·
Oct 29, 2022","I believe its true. Matshela Koko lied about paying for his family to Bali in Dec2015/Jan2016, returning via Dubai. Evidence is that the trip was paid by Guptas. He never produced evidence of paying cause he knew it  show his wife front company paid and thereby blow his cover.",believe true matshela koko lied paying family bali returning dubai evidence trip paid guptas never produced evidence paying cause knew show wife front company paid thereby blow cov,193,"['believe', 'true', 'matshela', 'koko', 'lied', 'paying', 'family', 'bali', 'returning', 'dubai', 'evidence', 'trip', 'paid', 'guptas', 'never', 'produced', 'evidence', 'paying', 'cause', 'knew', 'show', 'wife', 'front', 'company', 'paid', 'thereby', 'blow', 'cov']",2022,10,negative,visit,-1,1
2022-10-29 06:56:22+00:00,"Rishi Nigam
@RishiNigam13
ÃÂ·
Oct 29, 2022","Bali this is very place for tourism.

Next time, sir come to India, most historical places and other places is world famous for tourism. I am waiting for your welcome in India. India is a very diversity country in the world. Many languages, dances and other culture is here.",bali place tourism next time come india historical places places world famous tourism waiting welcome india india diversity country world many languages dances cultur,209,"['bali', 'place', 'tourism', 'next', 'time', 'come', 'india', 'historical', 'places', 'places', 'world', 'famous', 'tourism', 'waiting', 'welcome', 'india', 'india', 'diversity', 'country', 'world', 'many', 'languages', 'dances', 'cultur']",2022,10,positive,visit,1,1
2022-10-29 05:44:07+00:00,"Liam Cantel
@CantelLiam
ÃÂ·
Oct 29, 2022","Which beach? IsnÃ¢ÂÂt it cold and raining?
Maybe youÃ¢ÂÂre in Bali",beach cold raining maybe bali,35,"['beach', 'cold', 'raining', 'maybe', 'bali']",2022,10,neutral,visit,0,1
2022-10-29 05:22:55+00:00,"Spargles
@spargles
ÃÂ·
Oct 29, 2022","ItÃ¢ÂÂs a combination of a few things - Bali is the most popular tourist destination so itÃ¢ÂÂs the most visible, itÃ¢ÂÂs much poorer than Australia and it has an economy based mostly on tourism.

YouÃ¢ÂÂre kind of aware of the power imbalance.",combination things bali popular tourist destination visible much poorer australia economy based mostly tourism kind aware power imbal,152,"['combination', 'things', 'bali', 'popular', 'tourist', 'destination', 'visible', 'much', 'poorer', 'australia', 'economy', 'based', 'mostly', 'tourism', 'kind', 'aware', 'power', 'imbal']",2022,10,negative,visit,-1,1
2022-10-29 05:13:42+00:00,"bel
@evermoreyoungg
ÃÂ·
Oct 29, 2022",exactly it's embarrassing. That's what you got when those 'military wives' were busy with blackpink world tour instead #2ndfandom,exactly embarrassing military wives busy blackpink world tour instead ndfandom,109,"['exactly', 'embarrassing', 'military', 'wives', 'busy', 'blackpink', 'world', 'tour', 'instead', 'ndfandom']",2022,10,neutral,not_visit,0,0
2022-10-29 04:54:27+00:00,"Cali Queen
@dazewithsunny
ÃÂ·
Oct 29, 2022",My doctor said I need to twke a trip to  Bali soon because my health depends on it.,doctor said need twke trip bali soon health depend,59,"['doctor', 'said', 'need', 'twke', 'trip', 'bali', 'soon', 'health', 'depend']",2022,10,positive,visit,1,1
2022-10-29 03:53:13+00:00,"Haye Targaryen
@_haye_
ÃÂ·
Oct 29, 2022","I dont think Kremlin has fixed the travel plan for President Putin for G20 in Bali - or have they? 

I understand the advance security teams are now all over the Island already w tons of funny Russian moneyÃ¢ÂÂ¦ Is the big little guy coming?",dont think kremlin fixed travel plan president putin bali understand advance security teams island already tons funny russian money little com,160,"['dont', 'think', 'kremlin', 'fixed', 'travel', 'plan', 'president', 'putin', 'bali', 'understand', 'advance', 'security', 'teams', 'island', 'already', 'tons', 'funny', 'russian', 'money', 'little', 'com']",2022,10,negative,not_visit,-1,0
2022-10-29 03:21:57+00:00,"cozy church girl, pure honey heated
@sh1tbritsays
ÃÂ·
Oct 29, 2022","Something similar happened to me but w/ newlyweds on the 2nd leg of 22hr travel to Bali. FA tried to convince me it was so important for them, for their honeymoon. I said no & put my  back on. ShouldÃ¢ÂÂve planned a better exp w/ yÃ¢ÂÂall sat together. Go be together in economy.",something similar happened newlyweds travel bali tried convince important honeymoon said back planned better together together economi,152,"['something', 'similar', 'happened', 'newlyweds', 'travel', 'bali', 'tried', 'convince', 'important', 'honeymoon', 'said', 'back', 'planned', 'better', 'together', 'together', 'economi']",2022,10,negative,not_visit,-1,0
2022-10-29 03:07:12+00:00,"MB RADIO
@MBStudio8
ÃÂ·
Oct 29, 2022",Ragi Ravin - Bali Sunset Chill Dreams (Buddha Beach Lounge Shortplay Mix) (2018),ragi ravin bali sunset chill dreams buddha beach lounge shortplay,65,"['ragi', 'ravin', 'bali', 'sunset', 'chill', 'dreams', 'buddha', 'beach', 'lounge', 'shortplay']",2022,10,neutral,not_visit,0,0
2022-10-29 02:47:30+00:00,"mohammed sharif baba
@mdsharif647
ÃÂ·
Oct 29, 2022",Anna Bali..... safe journey om shanti,anna bali safe journey shanti,29,"['anna', 'bali', 'safe', 'journey', 'shanti']",2022,10,positive,visit,1,1
2022-10-29 02:35:57+00:00,"Skasey
@aussiebhoy67
ÃÂ·
Oct 29, 2022","1/2 It's amazing even after the corrupt Indonesian govt commuting the sentences of these fucking monsters we still as a nation travel to Bali in the hundreds of thousands per year because we don't hold those actions against the ""beautiful Balinese people""..but a car full of...",amazing even corrupt indonesian govt commuting sentences fucking monsters still nation travel bali hundreds thousands year hold actions beautiful balinese people ful,200,"['amazing', 'even', 'corrupt', 'indonesian', 'govt', 'commuting', 'sentences', 'fucking', 'monsters', 'still', 'nation', 'travel', 'bali', 'hundreds', 'thousands', 'year', 'hold', 'actions', 'beautiful', 'balinese', 'people', 'ful']",2022,10,negative,not_visit,-1,0
2022-10-29 02:22:07+00:00,"Benny Siauw | Self Compassion
@bennysiauw89
ÃÂ·
Oct 29, 2022","Will be in Bali on Sunday. Been years since my last trip. 

Can't wait~",bali sunday years since last trip wait,48,"['bali', 'sunday', 'years', 'since', 'last', 'trip', 'wait']",2022,10,positive,visit,1,1
