No,Date,Username,Tweet
21,2021-11-29T04:41:56.000Z,"𝕯e𝖉𝖉𝖞licious 𓆣𓋹𓀁𓀛𓁜𓁤𓀁𓁜𓇌
@Daddylishes
·
Nov 29, 2021","Gone are the days of jumping onto a plane to get to Singapore, Jakarta, Bali, Bangkok, Phuket, Samui …. Impromptu travel is dead. Semua kena plan well in advance: booking PCR tests both ways, Vaccinated passes, designated hotels, insurance… leceh nak mampos."
22,2021-11-29T03:37:19.000Z,"Indonesia Badminton
@INA_Bminton
·
Nov 29, 2021","Next Tournament
01-05 DESEMBER 2021

HSBC WORLD TOUR FINALS BALI

Pengundian GRUP : 30 NOV 2021 - 10.30 WITA
Auditorium, Bali International Convention Centre

Are you ready ?"
23,2021-11-29T03:36:11.000Z,"Josh Edwards
@JoshEdwardsFilm
·
Nov 29, 2021","Yeah the travel sphere has certainly been at the forefront of that. Due to the way everything works nowadays we're just not comfortable with unknowns. I watched for a whole year as what felt like monthly promises of ""Bali will reopen on ______"" sailed by again and again."
24,2021-11-29T03:32:44.000Z,"Josh Edwards
@JoshEdwardsFilm
·
Nov 29, 2021","Yup. It doesn't help at all. From a selfish POV I'm frustrated regarding my own travel plans to get back home for Christmas, but that frustration ain't going to change a thing. Just need to be patient and remain level headed for now "
25,2021-11-29T02:33:54.000Z,"Sheila Scarborough
@SheilaS
·
Nov 29, 2021","That's a great question - I should do a blog post! Hong Kong, Japan, Bali, Hawaii, San Francisco/the Bay Area, Chicago, Marathon TX, the Mississippi Delta, Florida Gulf Coast, NYC, Philly, Rhode Island, Netherlands, Paris, Norway, Florence, Cairo, and the UAE."
26,2021-11-29T02:09:14.000Z,"Aryan Paladin
@AryanPaladin
·
Nov 29, 2021","Did you know that the Shaivite Hindu authorities of Bali, Indonesia have banned Iskcon on their island and shut down all local Iskcon temples there? Also they're not even allowed to have a youtube channel anymore. This is tyranny against fellow Hindus!"
27,2021-11-29T01:47:07.000Z,"The Son of God
@touchescodling
·
Nov 29, 2021",Dat group trip to Bali wud be 
28,2021-11-29T00:51:10.000Z,"chazam
@nala_zain
·
Nov 29, 2021","I believe with #babybali real project can save bali prospect tourism, all Indonesian people really want to see Bali Island back to the Greatest Tourism Place again. 
And i believe it will be happen soon.
#visitindonesia #bali #babybali #cmc"
29,2021-11-28T23:45:38.000Z,"Helen Cant
@Toffeepiglet
·
Nov 29, 2021","What a great pairing! The Lofoten Jacket and Bali Backpack look fantastic together.  #GANDYSBLACKFRIDAY 

Tagging my travel partner 
@ButYouSaid
 "
30,2021-11-28T23:45:24.000Z,"Helen Cant
@Toffeepiglet
·
Nov 29, 2021","What a great pairing! The Lofoten Jacket and Bali Backpack look fantastic together.  #GANDYSBLACKFRIDAY 

Tagging my travel partner 
@sparklerosey
 "
31,2021-11-28T23:45:02.000Z,"Helen Cant
@Toffeepiglet
·
Nov 29, 2021","What a great pairing! The Lofoten Jacket and Bali Backpack look fantastic together.  #GANDYSBLACKFRIDAY 

Tagging my travel partner 
@tigerwibi
 "
32,2021-11-28T22:59:15.000Z,"UCOLOURS
@UCOLOURme
·
Nov 29, 2021"," Before the World Championships in two weeks, the third of back-to-back tournaments in #Bali first has to be completed. The Badminton World Tour Finals 2021 feature from 1-5 December.
#Badminton  | 
@bwfmedia"
33,2021-11-28T22:01:50.000Z,"@MrChatterjee93
·
Nov 29, 2021","yes.. even THE angkor wat temple of bali is buddhist temple , but over hindu gods"
34,2021-11-28T19:55:11.000Z,"Paket tour bali
@balitiratour
·
Nov 29, 2021","Paket tour bali group, family dan couple, paket tour lombok group, family dan couple, paket meeting bali, paket team building di bal ##bali"
35,2021-11-28T18:31:52.000Z,"tripnusapenidabali
@tripnusapenida_
·
Nov 29, 2021",Trip Nusa Penida Bali Best Offers Private Day Tours to Nusa Penida Island  #nusapenidatrip #nusapenida #tripnusapenidabali
36,2021-11-28T18:30:27.000Z,"NiftyCore
@niftycore
·
Nov 29, 2021",Why not Bali or some island in South-East Asia?
37,2021-11-28T17:53:05.000Z,"Naisia
@BlaxicannBeauty
·
Nov 29, 2021",I wanna book this trip to Bali or Thailand but I need to wait until Jayden in school so I can be gone for a week 
38,2021-11-28T17:35:55.000Z,"CHIEF MUMMY
@cici_eco
·
Nov 29, 2021","“What do you want for Christmas?”

“Hmmm… lately, I’ve really been into an all expense paid trip to Bali”"
39,2021-11-28T17:11:49.000Z,"Gary. O.
@TheNudeYogi
·
Nov 29, 2021","The Maldives have always appealed to me, Bali too. If you do plan to go later in 2022 i would be honored to carbon offset your journey and possibly join you."
40,2021-11-28T16:32:09.000Z,"Jago Promote
@JagoPromote48
·
Nov 28, 2021",One of fans chanting is Kecha. Inspired by 'Kecak' dance from Bali. #48FamilyFacts
41,2021-11-28T16:02:42.000Z,"ghfr
@ghfrrrr_
·
Nov 28, 2021","now: world tour final in bali, tropical and temperate, warm and chill
2 weeks later: world championships in huelva, mediterranian yet so cold, winter and snowy.
what a temperature change for the athletes! God bless them #IndonesiaBadmintonFestival #BadmintonWorldChampionships"
42,2021-11-28T12:35:55.000Z,"MasehMalong
@MasehMalong
·
Nov 28, 2021",No tour operator will say Cebu Manilla or Bali Jakarta for instance
43,2021-11-28T12:10:23.000Z,"D2_Suryantara
@D2_Suryantara
·
Nov 28, 2021",The Bali Island from Indonesia is beatiful place. Thanks for sharing Balinese culture 
44,2021-11-28T12:03:35.000Z,"Hi to you. I am Ben
@THEBALIMAN
·
Nov 28, 2021","It was already an attraction for photos as actually it is 3mtrs away from The Hyatt beach terrace. And next to a giantic tree famous for Yoga in the morning and the 'dog feeding session' in the late afternoon.
Sure Hyatt did not want to lose the palm."
45,2021-11-28T16:02:42.000Z,"ghfr
@ghfrrrr_
·
Nov 28, 2021","now: world tour final in bali, tropical and temperate, warm and chill
2 weeks later: world championships in huelva, mediterranian yet so cold, winter and snowy.
what a temperature change for the athletes! God bless them #IndonesiaBadmintonFestival #BadmintonWorldChampionships"
46,2021-11-28T12:35:55.000Z,"MasehMalong
@MasehMalong
·
Nov 28, 2021",No tour operator will say Cebu Manilla or Bali Jakarta for instance
47,2021-11-28T12:10:23.000Z,"D2_Suryantara
@D2_Suryantara
·
Nov 28, 2021",The Bali Island from Indonesia is beatiful place. Thanks for sharing Balinese culture 
48,2021-11-28T12:03:35.000Z,"Hi to you. I am Ben
@THEBALIMAN
·
Nov 28, 2021","It was already an attraction for photos as actually it is 3mtrs away from The Hyatt beach terrace. And next to a giantic tree famous for Yoga in the morning and the 'dog feeding session' in the late afternoon.
Sure Hyatt did not want to lose the palm."
49,2021-11-28T11:00:35.000Z,"Bali_chris
@Bali_chris
·
Nov 28, 2021","I think that palm is going to become a tourist attraction in the days, weeks, months and years ahead. A must have photo opportunity for a selfy and perhaps on the list of must have wedding photo's for the Happy Couple"
50,2021-11-28T10:35:40.000Z,"A Diamond In The Sky
@MalumeAza
·
Nov 28, 2021","Going to Bali is cheaper than going to to Uganda to track Chimpz and Gorillas for a middle class South African, the European,US market that travel to these places are not necessarily wealthy.  The logistics required to get to these area aren't easy as well."
51,2021-11-28T09:31:01.000Z,"aghin
@insurii
·
Nov 28, 2021",by the way I saw some experiment on court (exactly what they did during Europe tour and it works so well in Bali) so probably that's preparation for bwc?
52,2021-11-28T09:17:48.000Z,"Jerartworks
@Jerartworks
·
Nov 28, 2021","Yeah, Singapore is opening up travel lanes really soon. If all goes well, I should get my ass to Bali soon. Need myself some beach vibes"
53,2021-11-28T09:17:47.000Z,"Emma
@emmanissss
·
Nov 28, 2021",Hanya 38 minit jee tewaskan pair MD japan!! The minions is back!! Looking forward for World Tour Final Bali next week!!  #IndonesiaOpen2021
54,2021-11-28T08:23:23.000Z,"Reece B
@BallaiReece
·
Nov 28, 2021","Yer boi 
@deeznuts
 got me soo keen for this NFT sale!. Utility is like nothing else on the market! Art design is unreal. Not to mention you have the chance to win an all expense paid trip to Bali . DAMN!"
55,2021-11-28T08:00:36.000Z,"Brooke Rutledge
@msbrookechanell
·
Nov 28, 2021","Top places travel 2022

1) Bali
2) Maldives 
3) Greece
4) Iceland
5) Paris
6) Jamaica 
7) Costa Rica 
8) Canada
9) Puerto Rico

Those the places I’ll love to travel in 2022 God willingly in addition some places in the United States"
56,2021-11-28T07:55:11.000Z,"Paket tour bali
@balitiratour
·
Nov 28, 2021","Paket tour bali group, family dan couple, paket tour lombok group, family dan couple, paket meeting bali, paket team building di bal ##bali"
57,2021-11-28T06:07:09.000Z,"Rahmat Perkasa Putra
@R_Perkasa
·
Nov 28, 2021",Hatrick bali final world tour ini ASY 
58,2021-11-28T05:40:50.000Z,"Livia
@Oneechan037
·
Nov 28, 2021","Yes, many foreign people like to have vacation there 

Oo Toma Nakamura from Producer 101  he's from Bali too, i just know it 
Wow hope you can meet him and can go to Bali Ai-san "
59,2021-11-28T05:19:44.000Z,"Clare Mutsaars
@BinginClare
·
Nov 28, 2021","Different viewpoint of course but are not seeing the devastation on an island like Bali, closed for almost 2 years where people are living on rice handouts by a terrified government. I hope your friend recovers Denise."
60,2021-11-28T04:12:28.000Z,"Buttcoin
@ButtcoinFTM
·
Nov 28, 2021",Bali is great outside Kuta if you cruise around the whole island on a motorbike
61,2021-11-28T03:47:28.000Z,"Ms. G (Tita MOO)
@rogue_gielyn
·
Nov 28, 2021",I've cancelled my december Bali trip... Got my refund voucher from the airlines... But here I am conflicted on going again... fckkkk
62,2021-11-28T03:38:12.000Z,"ᬳᬶ ᬤᬾᬯ ᬕ᭄ᬤᬾ ᬳᬾᬓ ᬧᬸᬢ᭄ᬭ
@Ajiek_Dewa78
·
Nov 28, 2021","Yes, this temple is a place used by Hindus in Bali & Indonesia to worship God Almighty in his manifestation as ""Tri Murti  (Brahma,Vishnu & Shiva) in his hopes for the fertility of the Land,Prosperity and human welfare as well as for the preservation of the universe.
Namaste "
63,2021-11-28T03:10:34.000Z,"ewidianto
@ewidianto456
·
Nov 28, 2021",did you visit the island of bali?
64,2021-11-28T02:25:57.000Z,"Alternate Media Watchers
@AltMediaWatch
·
Nov 28, 2021","You’ve probly been to Bali or on a Contiki Tour, that’s not outside your bubble.

I read history, I studied it. The Nazis rose to power on the back of anti-government sentiment in movements just like yours."
65,2021-11-28T01:01:20.000Z,"Evan Burns
@BaliHotelBoss
·
Nov 28, 2021",The World Is Big and I for sure want to take a big look at it before it turns dark. Hang in there - Travel WILL be back soon - get vaccinated and open up. #travel #Bali #Indonesia #GetVaccinated #together
66,2021-11-28T00:56:41.000Z,"Belle
@BelleNoireTat
·
Nov 28, 2021","I'm in two minds about another lock down. I kinda need a break but also it will fuck up us moving out finally. 

Not to mention our Bali trip is most kindly going to be cancelled. Again. "
67,2021-11-28T00:56:41.000Z,"Belle
@BelleNoireTat
·
Nov 28, 2021","I'm in two minds about another lock down. I kinda need a break but also it will fuck up us moving out finally. 

Not to mention our Bali trip is most kindly going to be cancelled. Again. "
68,2021-11-28T00:13:47.000Z,"Dr Evilin
@DrEvil_889
·
Nov 28, 2021","08:00 Oilers game 
12:30 Tee off Bali National 
17:30 Sundowners on the beach
Love the early games thanks 
@EdmontonOilers"
69,2021-11-27T22:47:47.000Z,"Chronster
@ChronsterSRQ
·
Nov 28, 2021","Hey Twitter... Looks like 
@ComatoseSosa
 is back from his Island off the coast of Bali. Welcome him back warmly! 

The rich Tweet among us again!"
70,2021-11-27T20:37:03.000Z,"Alex Quick
@ItsQuickie_
·
Nov 28, 2021",Need a vacation to Bali rn
71,2021-11-27T20:35:22.000Z,"MonkeyDog
@monkeydogify
·
Nov 28, 2021",Love Bali. I’m hankering after a Bali trip
72,2021-11-27T20:16:38.000Z,"Precious M
@nonowpm
·
Nov 28, 2021",Me waking up naked in bed in our hotel room when i was in Bali with my best friend was enough reason to never touch Long Island 
73,2021-11-27T19:28:55.000Z,"48Family's Full News
@48FullNews
·
Nov 28, 2021",One of fans chanting is Kecha. Inspired by 'Kecak' dance from Bali. #48MemberFact
74,2021-11-27T18:55:10.000Z,"Paket tour bali
@balitiratour
·
Nov 28, 2021","Paket tour bali group, family dan couple, paket tour lombok group, family dan couple, paket meeting bali, paket team building di bal ##bali"
75,2021-11-27T18:49:55.000Z,"poonam dheeraj
@poolife93
·
Nov 28, 2021","My Favourite Holiday Destination is GOA in India and BALI IN ABROAD 

#travelanalyst #giveaway #contestalert 
JOIN 
@gsrana4580
@Nitish_nix
 
@KDivya18740584
 
@Chhbi777
 
@GoldQueenie4
 
@KajolSaxena7
 
@VaishaliMaisur2
 
@AbhishekIPLFeak"
76,2021-11-27T18:31:59.000Z,"tripnusapenidabali
@tripnusapenida_
·
Nov 28, 2021",Trip Nusa Penida Bali Best Offers Private Day Tours to Nusa Penida Island  #nusapenidatrip #nusapenida #tripnusapenidabali
77,2021-11-27T18:30:27.000Z,"Nana Izz
@_nanaizz_
·
Nov 28, 2021",CANT WAIT TO BE RICH AND VISIT UR BEACH AT BALI
78,2021-11-27T18:02:32.000Z,"J P Kehlen 敬蓮
@johnpavelkehlen
·
Nov 28, 2021","That little story has caused more serious conversation in classes than almost any other I’m aware of, followed by Li Bali’s dance with the moon and Herodotus 1.30."
79,2021-11-27T17:11:15.000Z,"terp ~ king
@dreamer3__3
·
Nov 28, 2021",Where you planning on going for vacation? I wanna go to Bali or Hawaii. 2 beautiful locations that are definitely a sight to see.
80,2021-11-27T17:00:25.000Z,"Crypto Expat
@crypt0_expat
·
Nov 28, 2021","When $SHIB hits 0.01 I am going to retire and follow 2 passions

1. Open a Bali beach based #Shibainu cafe that accepts #SHIB 
2. Use the profits to provide scholarships for local kids

#crypto #GivingBack"
81,2021-11-27T16:39:37.000Z,"Shaakira
@shaakimellow
·
Nov 27, 2021","I've been parasailing once on a beach in Bali & I just think it's mad how they just let us go by ourselves 
My sister didn't pay attention to which colour string you had to pull to land & had us all screaming down below to pull the blue one as she was heading further out to sea"
82,2021-11-27T16:29:24.000Z,"George
@petrovic_george
·
Nov 27, 2021","Never bewn to Bali in my entire life, however I would like to go back to Europe where half my family is or USA where half my work/business is. 

Also I grew up on south coast so I am happy to give you some local travel advice.

Advice 1. Stop being petrified and love your life."
83,2021-11-27T15:56:47.000Z,"maxinefavianjoseph
@maxinefavianjo1
·
Nov 27, 2021","{Story Behind this Photo}
The photo was taken at Kedonganan Beach, Bali. I was walking around enjoying the sunset on Kedonganan beach while hunting for photos, I saw teenage children playing surfing alternately on the surging sea waves near the beach. They take turns surfing."
84,2021-11-27T15:47:18.000Z,"The Dread Space Pirate Roberts
@SteamboatLion
·
Nov 27, 2021","To suggest the only reason for overseas travel is Bali holidays is disingenuous.

Let's fuck up your life. What's not to like?"
85,2021-11-27T14:53:08.000Z,"𝓐𝓴𝓪𝓼𝓱
@iAkashmandal
·
Nov 27, 2021","My favourite Holiday Destination is Bali and Dubai

#travelanalyst #giveaway #contestalert #travel #travelagency #traveladvice #travelling #explore #tourism #vacation 
@travel_analyst
 

Join
@waqasshkh
 
@iRahul1212 
@Skyblue67699"
86,2021-11-27T14:51:21.000Z,"NoriegaRekos | www.ontokens.xyz
@NoriegaRA
·
Nov 27, 2021",Not to sound biased but for me the beach there is better than Bali :)
87,2021-11-27T14:26:56.000Z,"KOALA BILL
@BillKoala
·
Nov 27, 2021","Oh shit, I don't remember those. My first trip was to Bali with Garuda Airways in a 747.
I thought I was king dick.
Back when you sat in the back row of the plane if you smoked.
Not that I smoke, my mates did. "
88,2021-11-27T14:15:48.000Z,"Phinnie
@Kkouvee
·
Nov 27, 2021",Okay so my boyfriend told me that he was offered a free trip to bali for a month from his friend. He declined the offer cause he recently got a job therefore he can’t come. He told me that it’s a shame that he got a job hence couldn’t go on that free trip
89,2021-11-27T11:59:45.000Z,"cozza
@CozzStar
·
Nov 27, 2021",There goes my Bali trip
90,2021-11-27T11:22:46.000Z,"David Hagler
@sweatymoist
·
Nov 27, 2021","Might have a road trip planned next month with my dear friend, Bobo. We're planning to ride our Honda Beats all the way to Bali! Can't wait for the scenery."
91,2021-11-27T10:41:38.000Z,"Vanessa
@NessaMnjvr
·
Nov 27, 2021","Since my Bali trip got cancelled, I booked trips to the DR, Panama and Costa Rica. Taking no L’s here"
92,2021-11-27T09:14:25.000Z,"Arrachie~ Monsta X No Limit Photocards
@_arrachie_
·
Nov 27, 2021","Bali ganito po ang member set natin ^^ eto lang kasi set na nakalagay for sure the others are random ^^ 

DESK CALENDAR PACKAGE:
 - PHOTOCARD, PHOTO TICKET, PHOTO SLIDE, NAME STICKER, MINI POSTER

DAILY PAD CALENDAR PACKAGE:
- PHOTOCARD, PHOTO STICKER, PHOTO SET"
93,2021-11-27T08:40:17.000Z,"Shree Prakash Loya
@shree_loya
·
Nov 27, 2021",Very rare I think. Which temple? In Bali is Indonesia my caste was asked for preliminary puja before taking us to Vishnu temple.
94,2021-11-27T07:16:33.000Z,"OJ Perry 4 NFT collections LIVE
@ojperry_photo
·
Nov 27, 2021",man this is good. Had to look twice and super shot Jordi. GM to Bali
95,2021-11-27T07:15:23.000Z,"FinAmour Bot
@FinAmourBot
·
Nov 27, 2021","“I’d like to kiss you in Paris, in front of the Eiffel Tower. In Bali, on a white sandy beach. In the chilly autumn rain. On Christmas morning, beneath the mistletoe."
96,2021-11-27T06:55:10.000Z,"Paket tour bali
@balitiratour
·
Nov 27, 2021","Paket tour bali group, family dan couple, paket tour lombok group, family dan couple, paket meeting bali, paket team building di bal ##bali"
97,2021-11-27T06:24:43.000Z,"Carter212
@Jahesusu9378
·
Nov 27, 2021","Excuse me Mr 
@elonmusk
 are you interested in having a vacation to the island of Bali in Indonesia? and you can pay using Baby bali tokens? and now under development for Tourism Destinations in Indonesia
and Im sorry, because my speak english is to bad 
#babybali 
@BabyBalibsc"
98,2021-11-27T05:45:03.000Z,"th3guilty
@DhanieMischka
·
Nov 27, 2021",Bali…island of god
99,2021-11-27T05:12:04.000Z,"Nontobeko Nyandeni
@NontoNyandeni
·
Nov 27, 2021","you are 100% correct. I couldn't understand why a trip to the Drakensberg (from Durban) costs the same as one to Bali, Indonesia"
100,2021-11-27T05:08:28.000Z,"sarah
@sarahross14_
·
Nov 27, 2021",manifesting a trip to Bali next year
101,2021-11-27T04:22:50.000Z,"Syandi sudirman
@SudirmanSyandi
·
Nov 27, 2021","what do you think 
@jokowi
 , 
@sandiuno
 ,
@erickthohir
 @elonmusk
 about the original Indonesian 
@BabyBalibsc
 tourism project, especially on the island of Bali-Indonesia which is visited by many world tourists, we are very proud of the nation's own project"
102,2021-11-27T04:06:24.000Z,"IASB
@SBrahmisiwi
·
Nov 27, 2021",Trip to Bedugul. One night stay at Bali Handara 
103,2021-11-27T03:31:15.000Z,"Jago Promote
@JagoPromote48
·
Nov 27, 2021",One of fans chanting is Kecha. Inspired by 'Kecak' dance from Bali. #48FamilyFacts
104,2021-11-27T02:41:54.000Z,"#Semangat
@BukuDahsyatKu
·
Nov 27, 2021","@Babybalibsc
 the only Outstanding travel token from Bali and incorporated with many travel agencies n hotels around the world 
@chinapumpWXC
 @elonmusk
 @Taylor_Musk
 "
105,2021-11-27T02:09:54.000Z,"me
@nagiyeowu
·
Nov 27, 2021","listening to loona ++ and xx album’s reminds me sm of bali, bc when i went there for vacation i used to listen to the whole album everyday pls bc i want to stan them, and get to know them more"
106,2021-11-27T01:20:01.000Z,"Andrew Dove
@DovePolanski
·
Nov 27, 2021","I studied & worked in my 20s which allowed me numerous short trips to Byron Bali Perisher & Hawaii, I took a year to travel the world when I was 27 & have never regretted working long hours & saving hard for these trips. If  you want it you can achieve it, but it’s not easy."
107,2021-11-26T23:54:57.000Z,"Stefan(斯特凡)
@Stefan_Morgan1
·
Nov 27, 2021",Mi just want a round trip to Bali thanks in advance
108,2021-11-26T23:06:52.000Z,"GOLDEN BY SPIDER-MAN/THE BATMAN/VENOM& IRONMAN
@Ocean_kk_
·
Nov 27, 2021","Movies** 
Twilight / the departed / Shutter Island / venom 1&2/ the dark Knight / Joker / Spider-Man (gae el movies) / Detachment/ Secret window / what's eating Gilbert grape 
{ hado li jaw fi bali}"
109,2021-11-26T22:40:10.000Z,"Indounik
@Indounik
·
Nov 27, 2021",Have a great trip.
110,2021-11-27T02:09:54.000Z,"me
@nagiyeowu
·
Nov 27, 2021","listening to loona ++ and xx album’s reminds me sm of bali, bc when i went there for vacation i used to listen to the whole album everyday pls bc i want to stan them, and get to know them more"
111,2021-11-27T01:20:01.000Z,"Andrew Dove
@DovePolanski
·
Nov 27, 2021","I studied & worked in my 20s which allowed me numerous short trips to Byron Bali Perisher & Hawaii, I took a year to travel the world when I was 27 & have never regretted working long hours & saving hard for these trips. If  you want it you can achieve it, but it’s not easy."
112,2021-11-26T23:54:57.000Z,"Stefan(斯特凡)
@Stefan_Morgan1
·
Nov 27, 2021",Mi just want a round trip to Bali thanks in advance
113,2021-11-26T23:06:52.000Z,"GOLDEN BY SPIDER-MAN/THE BATMAN/VENOM& IRONMAN
@Ocean_kk_
·
Nov 27, 2021","Movies** 
Twilight / the departed / Shutter Island / venom 1&2/ the dark Knight / Joker / Spider-Man (gae el movies) / Detachment/ Secret window / what's eating Gilbert grape 
{ hado li jaw fi bali}"
114,2021-11-26T22:40:10.000Z,"Indounik
@Indounik
·
Nov 27, 2021",Have a great trip.
115,2021-11-26T19:38:25.000Z,"Tom Nolan
@ThomNolan
·
Nov 27, 2021",You can bet the vast majority of anti-vaxxers would have no issue getting numerous vaccines if they won a free trip to Bali or Mauritius.
116,2021-11-26T19:25:15.000Z,"Phoenix Design - Lewis
@PD_Lewis1
·
Nov 27, 2021",Imagine going on vacation to bali and then just deciding to not leave
117,2021-11-26T19:06:13.000Z,"Jon
@StraightFaceJon
·
Nov 27, 2021",You can buy an island in Bali for as much as a multi family house in the Bronx.
118,2021-11-26T19:01:41.000Z,"asif
@asifhossainn
·
Nov 27, 2021",Sounds like you need a vacation in Bali lol.
119,2021-11-26T18:55:10.000Z,"Paket tour bali
@balitiratour
·
Nov 27, 2021","Paket tour bali group, family dan couple, paket tour lombok group, family dan couple, paket meeting bali, paket team building di bal ##bali"
120,2021-11-26T18:31:29.000Z,"tripnusapenidabali
@tripnusapenida_
·
Nov 27, 2021",Trip Nusa Penida Bali Best Offers Private Day Tours to Nusa Penida Island  #nusapenidatrip #nusapenida #tripnusapenidabali
121,2021-11-26T18:22:38.000Z,"I Unfollow MUA's Who Don't Tag Their Clients
@BruhManDaeDae
·
Nov 27, 2021","Everybody Only Wanna Do The Regular Vacation Destinations. Dubai, DR, Paris, Bali, Etc...

Man Wassup, Who Tryna Mob To Baghdad!?"
122,2021-11-27T02:09:54.000Z,"me
@nagiyeowu
·
Nov 27, 2021","listening to loona ++ and xx album’s reminds me sm of bali, bc when i went there for vacation i used to listen to the whole album everyday pls bc i want to stan them, and get to know them more"
123,2021-11-27T01:20:01.000Z,"Andrew Dove
@DovePolanski
·
Nov 27, 2021","I studied & worked in my 20s which allowed me numerous short trips to Byron Bali Perisher & Hawaii, I took a year to travel the world when I was 27 & have never regretted working long hours & saving hard for these trips. If  you want it you can achieve it, but it’s not easy."
124,2021-11-26T23:54:57.000Z,"Stefan(斯特凡)
@Stefan_Morgan1
·
Nov 27, 2021",Mi just want a round trip to Bali thanks in advance
